conversation_id,customer_message,agent_response
2859894,Its still showing not shipped.do you think ill be able to get by Wednesday evening?,"I completely understand your concern! However, it's not unusual for an order to ship close to, or even on, the delivery date. Keep us posted on its arrival!"
2859966,"Is there a particular reason why your website for austria is not working properly ? Like ,I cannot settle my address ,neither can I use the one which should be there for being connected with my amazon account.",We like to check this. Please contact our customer service via this link: My colleagues can check your account. Best regards
2859980,"So no order but they will try to contact courier tomorrow, ok no rush do it when you can i didnt really want the package, thats why i ordered it","I'm sorry for the poor experience. Please let us know the outcome of the call to the carrier. If you'd like to contact the courier before tomorrow, you can find their phone number here:"
2861977,Merci tout de même de votre compréhension. Je fais ca dès que possible.,Très bien. Nous restons à votre disposition en cas de besoin.
2862068,second time I have received a package like this...feels sketchy #WhoWorksForYou,"I'm sorry to see how it arrived. Just to confirm, is anything missing or damaged?"
2862104,why am I paying you £79 a year for next day delivery and you're quoting 2-3 days delivery? Not good enough,"Shipping speed is calculated by the time your order dispatches to when it arrives. For more info about how we calculate shipping speed and determine estimates for delivery, please review this link:"
2863336,Is there an online chat option to speak with someone?,"If you would like to speak with member from our support team, please select either the 'Chat' or 'e-mail' option through this link after providing info about the issue:"
2863422,"Un peu des deux, puis de quoi combler une soudaine envie de dépenser...",On a tous cette envie pendant une certaine période ou on n'arrive plus à se retenir :D
2864698,when says you signed for your package but you didn't and you look at the delivery photo and realize you don't have a doormat either now you out here comparin' mats to find your package 😂,I'm sorry for this delivery trouble. Please pass your details to us here:
2864745,"Is there a more frustrating task on earth than chasing for a parcel stated as ""delivered"" when it wasn't? Can't get through on phone and no answer on email thus far.","I'm sorry for the trouble contacting us! If you've e-mailed us, it can take 1 working day to receive a response. Have you tried these easy steps for finding your parcel: Keep us posted! We want to make sure your order is received!"
2866107,I did not receive that or a copy of my chat transcript,"If you contacted through chat, the survey would have been offered when you closed the chat window. Any messages we sent can be viewed here: -Cole O."
2866117,I'm trying to cancel an order from the Amazon app but it just leads me to a white screen with nothing and it's not shipped or anything how do I cancel it,"I'm sorry to hear you're having trouble with the app. To cancel an item, please visit here in your browser:"
2867083,another lost package with - lovely.,I'm sorry your package wasn't delivered. Can you let us know what's the status of the tracking and who the carrier is?
2867101,"USPS Dropped the ball again, I just got off the phone with Amazon.",Oh no! What options were provided to you when talking with us?
2867136,"Yep definitely. Hope is what making mankind going 😊👍 By the way may I know your full name, SV as in?? It's just curiosity😅",""""" is our Twitter signature. We together are looking at the brighter side & our composure matches. But, SV is one little secret that I should hold on to. 😉"
2867163,"Well this is the first time this has happened to me, what should I expect now?","I'm sorry to see your order wasn't delivered today! Typically, late shipments arrive within the next business day or two. If not received by Thursday, please reach us directly via phone or chat so we can look into available options for you:"
2868381,"We ordered something Friday, delivery date was today, waited Home all day just to see order update with “we made attempt” which clearly you did not, seems like delivery person you guys used didn’t feel like coming to this side of town tonight.. cont below",I'm sorry your package wasn't delivered. Can you let us know what's the status of the tracking and who the carrier is? ​
2868423,My fire stick recently started turning itself on and changing the input from cable to fire stick. It’s possessed. Please help!,"Oh no, that's no good! Please contact us here: We'd like to help any way we can."
2868438,"So, , when you say “Guaranteed Delivery By”, do you mean “Guaranteed Delivery” or do you mean “guaranteed” delivery, or some other #marketing definition?","Have we missed the promised delivery date provided in your order confirmation e-mail? If so, have we given a reason for delay? Who is the carrier and what is the latest tracking? That information will be shown here: We'd be happy to help!"
2869616,"Now it’s Now expected Nov28 - Dec 1.We're sorry your package is late We don't have a new delivery date from USPS, but we recommend waiting as it'll usually arrive within a few days. Please come back Saturday if you still don't have it and we'll help you out. Was exp today by 8PM","Thanks for giving us the details! If your package doesn't arrive by those dates, please let us know so we can help with a refund."
2870651,Ordered something for 2 day shipping was suppose to arrive today still yet to arrive and is almost 7:30pm what's with that,"Great question! Packages can be delivered up to 8pm! Have you received a delayed shipping notice? If not, we still expect your package to be delivered on time! Please reach out to us if you do not receive it by 8pm."
2870716,Got Prime to see if its worth it....still deciding. Cutting it close,We're excited for you to receive your order! Please keep us posted on its arrival!
2871615,I'm really having trouble understanding something. The last two times I've ordered the orders fail to deliver...today it's two day late & I get a failed delivery attempt message. What is so hard about leaving packages in my porch like you normally do?,I'm sorry you've had issues receiving your last 2 orders! Has it been the same carrier for both? You can check under your order details here:
2872477,"Checked everywhere and with neighbors, still didn't see anything.","So sorry about this, Tiffany! Just to confirm, has it been 36 hours since the package was scanned as delivered?"
2874036,Si tengo dudas sobre un producto de donde me pueden ayudar?,"Hola, Carlos, sin compartir información confidencial ni sensitiva por este medio, ¿ cómo podemos ayudarte?"
2874058,"No lo sé,no recuerdo bien ¿pero igual se puede hacer algo no?","Comprendo, para lograr revisar con más detalle lo que ocurre con la entrega de tu paquete, te recomendamos que contactes a nuestro departamento de Servicio al Cliente en el siguiente enlace:"
2874101,it was supposed to come today at around 1PM. Saw that my delivery was next and now delayed???,"I'm sorry to see your order was delayed! I'd like a member of our Amazon Logistics team to look into this with you further. When you have a moment, please add additional details here:"
2874996,Amazon music で何か聴こうと思ったらおすすめされたので聴いています。(持ってるけど) #ナチュキラ #sasayamavo,|ω・)ﾁﾗｯ Amazon Musicをご利用いただき、ありがとうございます😊✨ YM
2875009,"Could you please let me know, if there is exchange policy.. I have one plus 3 and would like to exchange and buy 5T",The availability of the exchange offer differs with pincodes and products. Currently the exchange offer is available for Oneplus 5T. You can add your pincode and product details to check the available exchange offer here:
2875580,My number is 9620053343. Please check the order. I am tried now dealing with you support.,"We cannot access your Amazon account via Twitter. Kindly share your details through the secure link provided earlier, we'll reach out to you soon. Also, please don't provide your contact information, as we consider it to be personal information."
2875618,"Order shipment failed and said it would be shipped on next business day, but still hasnt arrived??","Hello, Davey. I'm sorry you haven't received your order. Please reach out to us here and we'll be glad to investigate this order further:"
2876325,My Order# 402-8009884-0849169 not received cashback of Rs99/- yet. you guys are bullshit & assholes.,Sorry to know you haven't received the cashback. Twitter is a social media platform we'll not be able to access any of your account/order details. Please let us know which cashback offer are you referring to? 1/2
2876349,A package was delivered to my house by you guys & the person doesn't live here. What do we do with it?,Thank you very much for taking the time to report this! Please reach us directly via phone or chat so we can look into this and discuss options with you:
2877047,And what if you fail to Deliver the Product on Guaranteed Delivery Date/Standard Delivery Date.,"As mentioned earlier the orders are delivered as per the delivery estimates. In case there's any issue with the delivery, you can always reach out to us through the link provided earlier and our support team would assist you accordingly."
2877135,Gracias por tus promos de hoy ❤️ #CyberMondayEnAmazon,"¡Hola Edgar! Buenas noches, que alegría que te hayan gustado nuestras ofertas el día de hoy CyberMondey. Gracias por tu comentario nos trae mucha felicidad. 😍❤️"
2878657,Vi ho scritto in privato,Ti abbiamo risposto in privato! A presto!
2879534,You didn't miss the timeframe coz its always set twice as long as it's gonna take you to deliver,"I understand your concern. However, as mentioned earlier, we dispatch and deliver the products as per the estimates provided. Kindly wait for the same."
2880412,I have and no one has resolved it. are blaming and they’re saying Amazon never booked for delivery today.,Sorry to hear this. What was advised when you contacted?
2880451,Have already placed the order. Hope I will get cash back as mentioned in the same T&C,"I get your concern regarding the cashback. I'd like to inform you that if you've met the eligibility criteria as mentioned in the terms and conditions, you'd certainly receive the amount on time as per the date provided."
2881249,"Ça serait bien que vos livreurs ne déposent pas les colis devant la porte et sous le paillasson quand ceux-ci rentrent dans la boite aux lettres, qu'il pleut, et que je n'ai jamais précisé de ""lieu sûr"" en cas d'absence. Heureusement le cadeau dans le colis n'a rien...","Bonjour, je suis sincèrement désolée du désagrément causé. Afin que je puisse vérifier cela de plus près, veuillez remplir ce formulaire depuis un PC :"
2881915,I have subscribed already so just checking how much time it does take to get the invitation,"If you have requested an invitation, we will honor your request and send you an invitation. Due to heavy demand, we send limited number of invites each week. Keep an eye on your inbox."
2882511,You have no idea how much love I have for you. ❤️❤️❤️,"Glad to hear that, Melsey! I hope you have an awesome day :)"
2882533,In the last 24 hours I've had my bank details stolen and used in association with an amazon prime account the response from and has been disgusting.,"Hi Jacqueline, I'm sorry to hear this. What were you advised when you contacted us?"
2882620,HII I ordered something on the 19th and it says it is been returned to Amazon due to damage but I'm still waiting for my refund?,"Hi Roberto, sorry to hear that. It can take 2 - 3 weeks for items being returned to make their way back to be processed and refunded. You'll receive an email from us once your return has been received and your refund is issued."
2882648,It said it would be arriving today (Tuesday) but somehow changed to Thursday when it had been preordered and said it would be delivered today,Sorry to hear that Judy. Can I ask if you were provided with a reason for the change in delivery date?
2882673,You don’t need access to my account as I included a screenshot of the message left.,It appears your parcel may have been delivered to neighbors front porch. We can look into this further with you if you contact us using the link previously given as we do not have account access here.
2884069,My order number is # 205-0650423-2409121,"We don't have account/order access via Twitter, and we don't recommend sharing account info, as this is a public space. You can reach us via chat/phone and we'll certainly take feedback about this and explore any options that we may have:"
2884085,"Ahhh man! or played rugby with my new candle. It smells good though, it's just in a thousand bits!",Oh no! So sorry to see your candle arrived in such a state! Please visit our Returns Support Centre to arrange for a replacement here:
2884195,You cancel my order. Expect me to buy at a higher price. Your customer support can't read the tickets after explaining the problem several times: First telling me the account is reinstated then telling me prices change. Honor the order. #scam #baitandswitch,I'm sorry to hear about this issue. Can I ask what reason was given for your order being canceled?
2884837,is this acceptable packaging? All this cardboard for just this item. #waste #ridiculouspackaging,I'm sorry about this! We'd love to hear your feedback about this here:
2884856,uhh amazon deposited 45 eur to my bank account without sending me an email or whatever and the website doesnt say my purchase was refunded... que?,"We'd like to help! Which Amazon site do you shop on (.com, co.uk, .de, etc)?"
2884927,I Hv inbox my number,This being Social Media Platform we won't be able to access your account details over Twitter. I have checked and can confirm that we've received your details through the secured link provided. We'll check with it and get back to you with an update at the earliest.
2884937,really disappointing service these days from Prime guaranteed delivery dates seem to just slip - not sure that the value is there anymore to continue subscribing,"Sorry for the wait! Due to Black Friday and Cyber Monday deals, some deliveries are experiencing a bit of a delay. Take a look here for more information:"
2885675,Vom Transportdienstleister. Deswegen habe ich auch mit einbezogen.,Danke für deine Rückmeldung. :)
2885701,Amazon Logistics. Amazes me they tried to deliver yesterday evening but now can't deliver today.,"I'm sorry to see there was a delay in your order, Sam! While delays are uncommon, they can occur due to unforeseen circumstances. Have you had the chance to contact us directly about this order?"
2885722,"Yes, they said they would escalate it and that it would take 24hrs to reply... Didn't say whether it was an email or not.",Sorry to hear you had a negative experience. If you'd like to reach out to us via the following link: we can chase your escalation for you.
2885727,"Thought it might be, just thought I'd check! Thanks ☺️",You're welcome! We're here to help! Let us know if you need anything 😁
2885744,I haven't used the account in so long I wouldn't know. haven't received any verification codes,Please reach out to us here: for further assistance. Thank you.
2885747,Really Pissed Off with the Delivery Service of . Why cannot you deliver a Parcel in a Tech Park Till 5PM. I said I will collect by 5PM and they are in a hurry to leave so they told that I have rejected it and when I went there they are still delivering to everyone.,"I apologize for the inconvenience, Mohan. Please reach out to our support team here: and report this. We'll assist you further."
2888184,"You know what's really creepy ? Hearing someone try to open your front door, and upon finding it locked knocking... Why do your couriers always try to open the door and dump the package?!","Hey Katie, could you fill out some details here: so that we can investigate?"
2888249,"Three were sold by a seller fulfilled by amazon, and two are sold and fulfilled by amazon. Should we take this to DM? :)","Thank you for letting us know! Sure, feel free to DM us! Also, just to clarify, has your refund already processed for all the damaged items?"
2888262,At The Same Time We can use 2 sim and one memory card??,You can click the link to know about the product specifications here: For further information kindly contact the manufacturer.
2888314,Care to help amazon? Bit of a crisis I'm afraid,"Please let us know, how can we be of help. We'll be happy to work on it."
2889199,J’envoie des mails au service client qui me répond à chaque fois un message pré-défini qui n’a rien à voir avec ce que je leur ai dit. Ça fait 2 jours que ça dure je vais commencer à m’énerver je pense.,"Bonjour, désolée d'apprendre cela :/ de quel transporteur s'agit-il s'il vous plaît ?"
2889219,"Bonsoir, alors je ne suis pas encore chez moi mais je dois m’inquiéter si le statut de ma commande c’est : « livré à un résident » alors qu’il n’y avait PERSONNE chez moi aujourd’hui ?","Si les recherches dans votre entourage ne donnent rien, merci de nous tenir au courant."
2889237,Ordered on Sunday with delivery by 9pm yesterday. Tracking shows out for delivery by noon. Checked status around 9p and now says to come back thurs if not there. No notification nothing. Tracking # is not even searchable on google.,"That's definitely not the experience we want our customers to have. As we don't have access to account information via Twitter, can you reach out to us here: We'd like to take a closer look at this with you."
2889298,Or at least I hope it's coming. The tracking status page is offering a date range saying to reach out to Amazon if I don't get it this week.,"Can I ask, what was the estimated delivery date given to you on the confirmation email sent to you when this order was placed please?"
2889307,"Hey , guess what time it is? It's time to play my favorite game! ""Amazon Logistics fails to deliver Amazon orders on time/at all."" AMZL is 0 for 4 in a row. You've entirely lost this order, apparently.","I'm sorry you don't have your package! When you have the time, please provide us some details here: and a member of our team can help."
2889357,"Estoy muy contento con y su velocidad de envío, productos que iban a llegar mañana y el jueves me llegan hoy. No solo hay que publicar cuando estamos disconformes, excelente trabajo! #AmazonPrime 👏🏼👏🏼","Nos alegra saber que tu pedido llegó tan rápidamente. Cuéntanos, ¿qué compraste?"
2889362,Make available more Kannada films we are awaiting,Regional content is an integral part of our content in India. Please stay tuned as we expand our content selection.
2890489,A mesma coisa aconteceu na promoção de agosto,Sinto muito o ocorrido! Você já entrou em contato com os nossos colegas do SAC?
2893213,"La única compra relevante 11.11+Black Friday+Cyber Monday. Y la primera vez que me manda un paquete ""a pelo"" sin otra caja.","Hola, Evaristo. ¿Tuviste algún problema con la entrega de este pedido? ¿El producto se encuentra en buen estado?"
2895879,"As per your newsletter (India) , Prime music should launch mid of November. It's already November end! Where is your Prime Music subscription?",Prime Music is currently only available to select Prime Members participating in the Amazon Echo Devices invite only program. Please stay tuned for further update.
2895921,"What I don't understand is if it's not lost (which I've been told that it isn't), why wasn't it put out for delivery the next day? Any ideas?","On the email you sent a picture of, I see it an explanation of ""external factors"" . I cannot access your account via Twitter to give additional details. If you have more questions please contact us via phone or chat"
2895965,Os livros que eu comprei na na Black Friday já chegaram! Até agora estamos assim de compras (e eu de amores):,"Estamos morrendo de amor por seus livros! ❤ É tanto livro que vai ser díficil escolher o primeiro para ler, já sabe qual vai ler?"
2898869,Der erste Teil meiner #Anime #Filme Bestellung auf durch die #CyberMonday Woche ist eben angekommen😍Ich fühl mich so richtig nerdig & find's super😂Freu mich schon richtig aufs gucken💕 #OnePiece #Digimon #Shopping #otakugirl,"Ausgezeichnete Wahl! Meiner Meinung nach ist ""Z"" einer der besten aus der Reihe ;) Viel Vergnügen!"
2899551,Thanks! I know it happens. I sent a reply to customer service on the app referencing the three items that were lost,Thank you for your understanding! Please keep us updated about your items.
2899559,correos tienen el peor servicio de entrega. Yo trabajo y su horario laboral es justo cuando estoy fuera.,"Hola Ana, lamentamos el inconveniente. ¿Actualmente tienes algún pedido pendiente con nosotros?"
2901009,"Two days in a row, my 'Prime Next-Day Delivery' has 'failed to deliver' despite them not even coming down my street. WTF?","I am so sorry for the troubles with your order! We'd like to help out any way we can, but do not have access to account information here on Twitter. If you could reach us by Phone or Chat: we would be happy to look into this for you!"
2901055,You are very fast and good when it comes to responding to reclamations. I have to give you that. :),I am glad you are happy with our service:) I hope you have a lovely week ahead:)
2902474,Oggi ricevuto quinto pacco di #Amazon in tre giorni. Quanto godo.,Poi non potrai più farne a meno! 😜
2902507,how can I tell how an item was ordered? I have a DVD order on my account which I didn't order. Think its my nieces via Alexa!,Oh no! Please give us a call here: so we can take a look into this with you!
2902550,I’ve received an email that I’ve collected my order from a pick up point but I haven’t. Can you confirm if this was sent in error,"As we do not have access to your Amazon account information, please reach out to our support team through the following link so we may review this on your behalf:"
2903430,Well done “order will be delivered by 8pm” 6.30pm received a text saying delivery unsuccessful as could not gain security access... I am sat waiting I can guarantee you did not attempt a delivery. I understand busy BF sales but estimate delivery times better 👎🏼,"I am terribly sorry to hear about the delay, that is not the experience we want our customers to have. Check out your delivery preferences, found here: and make sure all the information is up to date."
2903592,They create a return on sunday but on that day I was not available so I can't return and I won't return that. I will keep this as a memory to remind me about your services. Worst experience.,You surely can re-schedule the return pick-up to a different date so the product can be picked up.
2903601,do u have finance options cause my credit card not working i apply for duplicate but it takes long time,"If you are interested in the Store Card, you can find out how to apply here: You can also find information about the Rewards Visa Signature Card here:"
2904977,"No - they just said ""they are not open right now""",I know how frustrating this can be. Please give us a second chance to contact the carrier for you. You can reach us here:
2905011,Please reply to my DM??!!!,"Hello, we've replied to your DM. Please let us know if you need any further help."
2905027,You cannot switch quality. It automatically selects quality depending speed. It says in your link. But my speed is good. I have 0 issues with other apps. Even 4k in Netflix is 100% perfect. Only in amazon app i have occasionally a couple seconds HD. That’s it.,Have you made sure that your Amazon Video app on your Smart TV is up to date? Or that the TV firmware is up to date? This can solve several streaming quality issues.
2905048,Then receive a cancellation email. I've been in tears over it last night and again today as everyone I speak to say they are unable to help me and I can no longer have my order. I am so upset and frustrated and feel like no one cares and that I'm not an important enough customer.,I'm very sorry this has happened with your order. We'd like to help! What was the reason for the cancellation? Is the item out of stock? -RD
2905120,"Não quero devolver, só reclamar mesmo. Não é algo grande o suficiente pra motivar uma viagem ao Correio, mas fiquei chateada por um item tão caro chegar danificado. Pede aí pra galera tomar mais cuidado, livros se machucam também 😢","Compreendo, Luciana. Com certeza vamos encaminhar seu feedback à equipe responsável. Conte conosco sempre que precisar."
2909133,I'll take my money back for one day shipping since you didn't do that.,I'm sorry for the frustration! Have we missed the delivery date shown in the order confirmation e-mail:
2909151,"outlander s3. ov/omu ich bekomme e-mails für die neue folge, aber aus meinem ""aktuell""-stream ist sie verschwunden und bei der suche landete ich 3x im modus ""folge für 5.99 kaufen"".","Bitte schau mal, ob es mit diesem Link funktioniert und meld dich nochmal:"
2909165,"Hallo Ein nagelneuer Fire Stick ist nicht in der Lage, ein stabiles WLAN zu einer FritzBox 7490 über 4 Meter aufzubauen?",Nimm bitte mal alle Geräte einschl. Router für 30 Sekunden vom Strom und starte neu. Das hilft meistens.
2909250,amazon forked up my order and now i'm not getting my books ffs,Hello! I'm sorry you haven't received your books. We'd like to help if we can! Can you please give us more details on what happened? Thanks!
2911689,Bonjour ma commande n’a toujours pas été expédiée et la livraison est toujours prévu pour demain. Pouvez vous me donner des nouvelles ? Commande n° 408-8633972-7969108,"Pour vérifier cela, je vous invite à contacter notre service client via le lien suivant : 2/2"
2914478,EB you need to give me the estimated delivery date.... status says “ we need more time to provide you with a good estimate”. I ask: WHEN?!!,Please contact us here: so we can look into this and go over your options.
2914502,so I’m not one to complain but I ordered from you guys paid for the one day shipping and it just got scanned in Orlando and I am in Key West. Needless to say it’s not one day shipping. Unhappy with the service provided who can I speak to?,I'm sorry for the frustration! Have we missed the intended delivery date stated in your order confirmation e-mail?
2914588,"So done with . Couldn't be more dissatisfied as a customer. Cancelled my prime and not ordering from you guys again. How is it possible you can't find my items, and can't resend the same ones to me for over a week, when I initially used 2 day shipping? #Pissed","I'm very sorry for the poor experience. Without sharing personal or account details, will you tell us more about what's going on?"
2914590,"Claro, cancelé Amazon Prime pero me llegó el cargo de la membresía a mi tarjeta","Lamento los inconvenientes. Recomiendo entrar en contacto directamente con nuestro Servicio al Cliente, para que verifiquen lo ocurrido:"
2915810,"has been steadily getting slower in delivering packages. It used to be 2 days, now usually 3.",Oh no! We definitely want to help. Are you waiting on a current order from us: ?
2917145,Never mind just read the article. Thanks for the speedy response!,We're always happy to help where we can! Thanks for keeping us posted!
2917170,"No, since the email address was changed, we can't initiate the ""forgot password"" process.","I understand, please ask your wife (account holder) to contact us at the earliest opportunity:"
2917193,I REALLY wish the Alexa app would send reminders I set from my Echo and vice versa. Any hope on this becoming a feature?,We'd appreciate any feedback you can give! Please reach out to us to leave your feedback here:
2917233,"alo vamos ter um pouco mais de cuidado né, olha como meu box chegou aqui","Olá! Lamentamos pelo acontecido com seu box. Neste caso, você pode verificar as informações no site sobre devolução de itens, acessando o seguinte link:"
2918652,"My amazon package is a few days late so I went to try the tracking number at the Intelcom Express website: Nothing happens when the Search button is pressed. The form element has no action attribute. This is strange, right? #amazon #webdev",What does the tracking information show in Your Orders:
2918756,My order didn’t provide me with tracking details😕,We'd like to take a closer look at this with you. Please reach out to us at your earliest convenience here:
2918807,Don't feel as bad paying £79 for prime now I've seen they've got parks and rec! Don't get me wrong I am still offended and pissed off with myself!,I am sure Leslie would approve! ☑ You can find all of what Amazon prime offers here:
2918815,The package is suppose to be delivered today but I just tracked it and there’s a delay 😢 but it’s okay!,Does the tracking tell you when to expect delivery? May I ask who's the carrier?
2919921,"Oh, gotcha. Both were AMZL. I was able to get a refund for both tho. I would recommend speaking with your drivers for future deliveries bc it’s not safe. Thank you tho","I'm so sorry for this poor experience and I'm glad we were able to make it right. When you spoke with us, were you able to provide delivery instructions for your future orders with AMZL?"
2922471,"hi I was due a refund from 2 purchases as didn't receive items , refund still hasn't gone in and it's been more than 10 days",Sorry this hasn't arrived as expected. Did you receive an e-mail confirming these refunds?
2922490,"Not once but twice has apparently ""Lost"" my package. Same exact items. Same exact excuse. Should I just cancel my prime? Apparently, your team no longer delivers to Toronto.","I'm sorry for the recent delivery issues. Have you had a chance to speak to us directly about this: If so, what information or options were we able to provide?"
2922490,Yes but your people only read what's on the screen. They don't have any answers. I honesty believe that who ever is delivering it is saying it's lost and stealing my items.,"Gigi, I can definitely understand your frustration. Is this the only order you've had an issue with? Did phone support refund you for the lost package? May I ask who the carrier is?"
2922645,Placed a Prime Now order for a few random things I needed... Literally they used this huge bag for this one sheet of stickers. Amazon is so wasteful.,We strive to improve. Please provide more detailed feedback here:
2923448,It means result is not declare till now.,"No, not at the moment. You may stay tuned for further details on this here: ."
2923526,"but then i went to order a LED strip and it worked? i didn’t buy anything else, it wouldn’t even let me order what i wanted to.","I'm sorry for the issues placing your order. Was the total with taxes and shipping more than $50? In that case, you'd need to have a secondary payment method."
2923532,That's why I'm paying prime $107 a year! I havta go pick it up?!,Let's look into this in real time. Please call or chat with us here:
2924567,"Hallo , wo kann ich in der App die Kindle-Version der Bücher kaufen? Ich bekomme immer nur die Optionen ""Probe herunterladen"" und ""Auf die Liste"". [Sowohl beim ersten als auch beim zweiten Teil der Reihe]","Hier findest du den Titel: /ref=sr_1_1?s=digital-text&ie=UTF8&qid=1511923534&sr=1-1&keywords=binti+home Zusätzlich kannst du testen, ob es klappt, wenn du 1-Click im Kundenkonto aktivierst. Für den Fall, dass es ausgeschaltet ist."
2924617,Hey I ordered a pair of headphones yesterday at around 3pm and used my amazon prime to get 1day free shipping and they haven't even shipped yet... What's the deal?,Uh oh! We'd like to help if we can! What was the delivery date given to you in your order confirmation e-mail?
2925489,The tracking number is 1Z9Y97E31308041922 and the carrier is UPS. Will I have to take this up with them?,"Is there any new tracking information available on UPS's website? Occasionally, tracking specifics will be provided on the carrier's website. Please let us know!"
2926312,AMZL US. 🙃 Just checked again and it won’t be here until tmrw or Friday. So much for 2 day shipping. 🤷🏼‍♀️🤷🏼‍♀️,"Jackie, I'm so sorry for the delay. Two-day shipping refers to transit time which means the timer starts when the order is shipped. Please let us know if you don't receive your package by the time frame given in the updated confirmation e-mail."
2927138,2 hours since my Amazon order and my dinner is on a scenic tour of Portland. First and last time using them.,"Oh no! I'm so sorry to hear you still haven't received your dinner yet. To reach out to the courier who has your order, click here:"
2927724,"Hello, I retained my Amazon Prime subscription by paying ₹999 few days back. When can I expect the ₹500 voucher credited to my account?",You will get the Rs.500 cashback in the form of Amazon Pay balance within 15 days of the renewal of your Prime membership. Request you to please wait for the time frame.
2927737,seriously more items are late. I find this unacceptable. I need a call today from a high level manager or I start a lawsuit.,I'm so sorry for the trouble! I'd like to have this investigated by our Specialist team. Please fill this out:
2928359,Amazon fire TV stickが届いて最強の在宅オタクに…,Fire TV Stickをご購入いただき誠にありがとうございます！ごゆっくりお楽しみくださいませ（っ＾ω＾c）✧ SM
2928950,is there any discount for people who buy more than 50 books on one go from Amazon India website? #Amazon #Books,"We currently do not have any such offers for purchasing bulk products. However, I will forward your comments internally to review."
2928988,When guarantees One Day Delivery but your product still isn’t here......,I'm sorry your package wasn't delivered. Can you let us know what's the status of the tracking and who the carrier is? ​
2930117,Already cancelled but definitely buying it soon. Just thought I’d share the funny 2AM experience. 😂,Phew! Good to hear you got it all sorted out. We can promise that you are not the only person to do that... 🙋
2930123,Hey How do I cancel my Amazon prime acct? Like yesterday??!! I refuse to be associated with backers to infowars,"Hey, you can cancel your Prime subscription for a refund here: . Refunds may take 5-7 business days"
2931297,"Response from your team is more hilarious. When the seller on his own had cancelled deal, from where will I get the invoice to share with you? I want to know how my personal details were available to a third party, which tried to sell me the same item?",We can't gain access to your account details via Twitter. Please reply to the email you've received from our team and we'll get back to you.
2931365,Why can’t you get a U. S representative on demand?,"Without giving us sensitive account info, can you please reply to us with your issue so we can assist you further."
2931427,"Unable to make any kind of purchase, constant failure while checking out, unable to complete the payment process, tried connecting via phone, email, chat but no response is there any way I can get some assistance? this is crying shame","I'm sorry for the unpleasant experience you are having with us, can you please tell us the exact error you are getting while you are trying to place your order?"
2931900,Been on call for 58 minutes and still counting and havent received either a solution or atleast a person who could solve the problem.,"I'm sorry that your recent experience was not on par with your expectation, Aman. We'd like to take a closer look at this and help you. Kindly share your details here: & we'll get back to you soon."
2931949,"The delivery arrived today instead of tomorrow. I was out and it wasn't put in the safe place, just left on my doorstep!","I am sorry to hear the order was left at your doorstep Gary. Can I ask, was the item intact please?"
2933528,Un sms de pour un colis disponible en point relais. De nouveau pas de trace de l’avis et de leurs passages imaginaires... Et ils osent faire la pub pour tes préférences en cas d’absence. LOL de compétition.,"Bonjour Audrey, je suis désolée d'apprendre cela. Pouvez-vous me confirmer si vous avez récupéré votre colis, je vous prie ?"
2933578,"Ok, this is weird. For my last 2 purchases on , I used my credit card. On both occasions, no OTP or #2FA done even when amount was >2000. Isn't it against norms?",Could you please confirm if the credit card was issued in India?
2933661,I need a call on my registered number from someone who is in authority...i m filing a court case against ur company with the claim of 2 crore rs,"As informed earlier, we're working on your issue and will get back to you soon."
2934361,Não tô reclamando não!! Os livros chegam hoje!,Caso tiver algum inconveniente com a entrega do pedido pode nos contatar. Abraços
2934369,Oi I just collected my parcel and there was nothing inside it fucking refund me now,Oh no! Sorry to hear your item was missing from the parcel. Was your order fulfilled by Amazon or a seller?
2935164,Amazon Echo Dot来た 小さいな,Amazon Echo Dot をご購入いただき誠にありがとうございます🙇 末永く、ご愛用いただけましたら幸いです 😊 SM
2935856,"I'd go with an unknown. The well-established, however, can be supportive players.",Oh! Oh! Can I be in it? Doesn't have to be a huge role or anything. I'd be happy as 'that woman on the bench' or something. I'll be holding an Amazon box!
2936668,Also going to try an internet cafe on the way home. It's something to do with this library I'm sure because I can't even use Google! Thanks again.,No worries at all Russell!
2937379,"They not give proper response, product price alsi hike to 3621 rupees, who pay the hike price now ?","Twitter being a social platform we will not be able to access your Amazon account with the detail you have shared, please share your details in the link provided above and we'll get in touch with you. Please don’t provide your order details as (1/2)"
2937437,Hi tried all those and still get the 4527 error,"I understand your concern, Scott! We'd like to troubleshoot with you in real-time. Please reach out to us here: so we can investigate!"
2937441,where is the result of #RedTapeAppQuiz,The winners of the contest were announced on 23rd November. Please follow the link here:
2938238,"Gracias, solo me aparece la opción de devolver el producto completo. ¿Cómo puedo contactar con vosotros para que me enviéis el mismo producto pero con el cable de corriente europeo?",En este caso puedes entrar en contacto con nuestros compañeros de servicio al cliente en el siguiente enlace:
2938255,"Hi, I've clicked through the link and it won't let me leave packaging feedback for that item?","Sorry to hear that, was the order fulfilled by a 3rd Party Seller?"
2938352,"I am having problem. What is ""URL to Twitter message"" section. I am operating it from phone. How can click right button??",In that case you can ignore the URL section and fill the rest of the fields and submit. As soon as we receive your details we would assist you accordingly.
2939182,"In sostanza, quante app clone devo scaricare per evitare la pubblicità? 😆",grazie per il riscontro! Ti ricordo che puoi modificare le impostazioni sulla privacy del tuo profilo YouTube per visualizzare annunci basati sui tuoi interessi. Buona giornata!
